Author,TimeStamp,Delay,Message,Characters,Conversation
Robopanda,1118,17,"Mm, I think that&#039;s the AI. ",32,
Moderator,1136,18,"Alright. We&#039;ll begin the second conversation. Andrew will start again and then you&#039;ll have 15 minutes after your answer. Are you ready? ",146,
Robopanda,1146,10,"Yup ",4,
Andrew,1151,5,"Hello! ",7,
Robopanda,1177,26,"Yo, what&#039;s up? ",20,2
Andrew,1199,22,"How are you doing? Not much! ",29,2
Robopanda,1233,34,"I&#039;m pretty good. So, do you prefer warm colors or cool colors? ",68,2
Andrew,1261,28,"I guess it depends on the context, I&#039;m not really sure. ",61,2
Robopanda,1295,34,"Mm, I see I see. No problem there, then. Do you enjoy FPS games? ",65,2
Andrew,1361,66,"Not really no. I play a lot of Minecraft, and I tend to prefer RPGs. ",69,2
Robopanda,1388,27,"Mm, RPGs can be quite fun. What would you say is your favorite RPG? ",68,2
Andrew,1444,56,"What about you? The last one I played was Mass Effect and I like the Final Fantasy series in general. ",102,2
Robopanda,1510,66,"Mm, I like Colony Sims and RPGs, one of my favorites is Skyrim when it comes to RPGs, and for colony Sims I grew up with Virtual Villagers  and I&#039;ve been playing a lot of RimWorld lately.",192,2
Andrew,1547,37,"Except for Skyrim, I don&#039;t know any of those. ",51,2
Robopanda,1616,69,"Virtual Villagers is an older game, it&#039;s actually a series now with five games in it and the first one now having the title &#039;Origins&#039;. RimWorld is an early access game. ",184,2
Andrew,1654,38,"What do you do in them? Oh alright. ",36,2
Robopanda,1705,51,"With Virtual Villagers you control a little colony, starting with 12 people, and try to make it so that they can all survive. RimWorld is similar, but much less hands-on, setting goals instead of cont",200,2
Andrew,1742,37,"It sounds a bit like another game I played called Banished. ",60,2
Robopanda,1784,42,"Banished is similar to the two, but it&#039;s also a lot different. It&#039;s harder than Virtual Villagers, for one, and you have so many more people, and you can&#039;t customize them to much of a degree. ",207,2
Andrew,1852,68,"I might have to try those games later then. Right I see. ",57,2
Robopanda,1908,56,"Mmhmm. You can get the first Virtual Villagers for free on mobile. ",67,2
Andrew,1943,35,"What kind of mobile? ",21,2
Robopanda,1964,21,"Android, I don&#039;t know about apple. ",40,2
Andrew,2008,44,"Thanks for the advice! Ok good. ",32,2
Robopanda,2061,53,"[STOP] ",7,2
Moderator,2077,16,"Conversation interrupted! ",26,
Robopanda,2087,10,"Actore Two is the AI. ",22,
Moderator,2107,20,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Robopanda,2113,6,"6 ",2,
Moderator,2122,9,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,2143,21,"If you have any comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",107,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,881,884,,,
User Average,44.3,43.5454545454545,,,
Actor Average,44.7,43.1,,,
User Average (5min),35,30.25,,,
Actor Average (5min),31.25,43,,,
User CharLength,117.8,101.636363636364,,,
Actor CharLength,82.8,51.8,,,
User CharLength (5min),95,55.25,,,
Actor CharLength (5min),74.5,65.25,,,
