Author,TimeStamp,Delay,Message,Characters,Conversation
Andrew,599,40,"It&#039;s quite alright right now. Nice and sunny! ",51,1
Pence,679,80,"Yeah, I heard that spring and summer there can be quite warm, despite the cold winters. If I may ask: How old are you ? ",120,1
Andrew,710,31,"Yeah. Freezing winters and very hot summers. I&#039;m 21! You? ",63,1
Pence,789,79,"23 ! So I guess you&#039;re in college right now ? ",51,1
Andrew,817,28,"Yes I am. I&#039;m in my 3rd year of undergrad. I study Biology. ",65,1
Pence,905,88,"Interesting. I tried college too but I kind of failed at it. ",61,1
Andrew,919,14,"Oh? What did you study? ",24,1
Pence,989,70,"Linguistics, litterature, translation, that kind of stuff. I would have tried Biology if I wasn&#039;t so bad at mathematics. ",126,1
Andrew,1050,61,"Honestly you don&#039;t need that much math in Biology. All that sounds great though, do you like it? ",102,1
Pence,1171,121,"I did, when I was still studying it.  ",38,1
Andrew,1188,17,"Right. What are you doing now? ",31,1
Pence,1252,64,"Watching Roland Garros. Maybe you know about it ? ",50,1
Andrew,1272,20,"I do yes! Isn&#039;t it some Tennis thing, ",43,1
Moderator,1336,64,"Time is up! ",12,
Pence,1353,17,"Okay.  ",7,
Moderator,1357,4,"Which actor do you think you&#039;ve been talking to? ",54,
Pence,1394,37,"Do I have to answer already ? I have a few theories, but I have to confirm them first.  ",88,
Moderator,1414,20,"You need to give an answer yes, but you can change it after the second conversation. ",85,
Pence,1481,67,"For now, I will say I.A. Even if it did a typo in the end, it seemed to have trouble picking up some information I gave it. ",124,
Moderator,1519,38,"Alright. We&#039;ll begin the second conversation. Andrew will start again and then you&#039;ll have 15 minutes after your answer. Are you ready? ",146,
Pence,1529,10,"Yes. ",5,
Andrew,1533,4,"Hello! ",7,
Pence,1544,11,"Hello ! How are you ? ",22,2
Andrew,1553,9,"I&#039;m doing alright! How about you? ",39,2
Pence,1624,71,"Perfectly fine ! Sun is piercing through the rainy sky right now. Lovely evening in France.  ",93,2
Andrew,1673,49,"Oh you&#039;re French! Nice. I live in Canada. It&#039;s nice and sunny here right now. ",88,2
Pence,1808,135,"Warm summers and cold winters, right ? Where are you from, if I may ask ? ",74,2
Andrew,1846,38,"I study in London, in the Ontario. Not sure if you know where that is. ",71,2
Pence,1944,98,"Isn&#039;t it a town, like near the border of the united States ?  ",67,2
Andrew,2005,61,"Well, not quite near the border, but essentially yes. I&#039;ve always lived here. ",83,2
Pence,2067,62,"Near the great lakes, I guess ? Must be a pretty awesome place to live, if you like nature and all of that. ",108,2
Andrew,2187,120,"Niagara falls are about 3 hours away. And yeah it&#039;s great when you have a car. ",84,2
Andrew,2224,37,"Niagara falls are about 3 hours away. And yeah it&#039;s great when you have a car. ",84,2
Pence,2356,132,"Back, sorry. Niagara falls ? That&#039;s good to know. It may sound silly to you, but I never quite knew where to place these on a map. The more you know ! ",156,2
Andrew,2403,47,"Yeah, they are quite impressive to see. There are lots of tourists though as you can probably imagine. ",103,2
Pence,2488,85,"Among the biggest waterfalls in the world, I too would love to get a look at them. Even if I prefer tropical climates.  ",120,2
Moderator,2523,35,"Time is up! ",12,
Pence,2540,17,"Okay ! ",7,
Moderator,2563,23,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Pence,2610,47,"I&#039;ll remain on my first opinion.  I think it was an A.I ",61,
Moderator,2617,7,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Pence,2636,19,"3 ",2,
Moderator,2640,4,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,2649,9,"If you have any comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",107,
Pence,2690,41,"I guess I&#039;ll have to wait for the results to know who was the A.I ? ",73,
Moderator,2711,21,"No, I can tell you after your comments, or right now if you don&#039;t have any. ",81,
Pence,2795,84,"It was a pretty hard, so I&#039;m very , very curious to know about it. I don&#039;t have any comments. ",104,
Moderator,2812,17,"You were right! ",16,
Pence,2841,29,"So it is capable of making fake typos ? A smart feature.  ",58,
Moderator,2879,38,"Indeed it is! Thanks a lot for your help. ",42,
Pence,2905,26,"You&#039;re welcome, it was a very interesting experience. Good day to you ! ",77,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,846,944,,,
User Average,68.4444444444444,84.8333333333333,,,
Actor Average,26.8888888888889,51.5714285714286,,,
User Average (5min),48.5,72.3333333333333,,,
Actor Average (5min),25.5,29,,,
User CharLength,66.7777777777778,86.6666666666667,,,
Actor CharLength,52.8888888888889,78.8571428571429,,,
User CharLength (5min),68.75,63,,,
Actor CharLength (5min),52.75,63.5,,,
