Author,TimeStamp,Delay,Message,Characters,Conversation
Kiya_Drakon,1341,50,"Just relaxing and watching a movie, what about you? ",52,2
Andrew,1368,27,"Playing Minecraft a little bit. I&#039;m not doing much at the moment. ",71,2
Kiya_Drakon,1415,47,"Yeah, same here really. Today is a pretty slow day for me from the looks of things. ",84,2
Andrew,1465,50,"Which movie are you watching? It&#039;s going to be a slow day to me too. ",74,2
Kiya_Drakon,1513,48,"Jurassic Park, the first one! Also, sorry to hear that, hope your day gets more exciting. ",90,2
Andrew,1550,37,"Oh a classic! That&#039;s really cool, I liked this movie a lot. ",65,2
Kiya_Drakon,1603,53,"Yeah, dinosaurs are always cool! Especially the raptors in those movies. ",73,2
Andrew,1644,41,"I quite like the T-rex myself. ",31,2
Kiya_Drakon,1685,41,"O h yes, the T-rex is a favorite for MANY people, heh.",54,2
Andrew,1737,52,"I quite liked the latest one too. Did you? ",43,2
Kiya_Drakon,1803,66,"Very much so! Always a fan of Chris Pratt and the ending of it was epic  too.",77,2
Andrew,1866,63,"What will you be doing today? Do you have any plans? And of course yeah, Chris Pratt is awesome. ",97,2
Kiya_Drakon,1917,51,"Not really, likely just play games and such. ",45,2
Andrew,1934,17,"Which games do you like? ",25,2
Kiya_Drakon,2008,74,"I like alot of games... Rracing, FPS, adventure games and such. Been playing alot  of Skyrim lately.",100,2
Kiya_Drakon,2025,17,"Racing, sorry for the typo. ",28,2
Andrew,2085,60,"It was quite nice, I played Skyrim a while ago. I&#039;ve never really been much of a fan though. ",98,2
Kiya_Drakon,2131,46,"Aah alright, it&#039;s not for everyone I know. What is your favorite game? ",76,2
Moderator,2156,25,"Time is up! ",12,
Moderator,2171,15,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Kiya_Drakon,2227,56,"Artificial Intelligence ",24,
Moderator,2238,11,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2257,19,"If you have any comments, feel free to share them now. Otherwise you can now close this window. ",96,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,879,881,,,
User Average,42.9230769230769,43.1666666666667,,,
Actor Average,27.75,37.2,,,
User Average (5min),28.5,34,,,
Actor Average (5min),21.2,27.8,,,
User CharLength,62.7692307692308,60.8333333333333,,,
Actor CharLength,61.0833333333333,58.3,,,
User CharLength (5min),45.8333333333333,55.4,,,
Actor CharLength (5min),50.6,56,,,
