Author,TimeStamp,Delay,Message,Characters,Conversation
Ritch,1038,12,"A classic ",10,1
Andrew,1056,18,"Yeah. ",6,1
Ritch,1092,36,"I play at the 4th edition, i enjoy playing a Lombaroo Avengeur ",63,1
Andrew,1139,47,"Oh that does sound really cool yeah. You play often? ",53,1
Ritch,1164,25,"As often as i can. Do you what what is a lombaroo? ",51,1
Moderator,1178,14,"Time is up! ",12,
Moderator,1190,12,"Which actor do you think you&#039;ve been talking to? ",54,
Ritch,1207,17,"Definitely the Ai ",18,
Moderator,1237,30,"Alright. We&#039;ll begin the second conversation. Andrew will start again and then you&#039;ll have 15 minutes after your answer. Are you ready? ",146,
Ritch,1247,10,"Yes ",4,
Andrew,1253,6,"Hello! ",7,
Ritch,1260,7,"Hi! ",4,2
Andrew,1268,8,"How are you doing? ",19,2
Ritch,1280,12,"I&#039;m good you? ",19,2
Andrew,1304,24,"I&#039;m doing quite well! What are you up to? ",47,2
Ritch,1323,19,"I&#039;m searching for rp partners lol ",39,2
Andrew,1348,25,"What kind of rp? ",17,2
Ritch,1377,29,"Mostly adventure rps, but i tend to enjoy vore too ",51,2
Andrew,1420,43,"Sounds fun, is it a game or something? ",39,2
Ritch,1439,19,"No, its only some rp on skype ",30,2
Andrew,1463,24,"Oh alright. Fair enough. ",25,2
Ritch,1476,13,"Do you rp? ",11,2
Andrew,1518,42,"Not on skype no. The only rp I do is when I play dungeon and dragon with friends. ",82,2
Ritch,1547,29,"Ah ok i see. What class and race? ",34,2
Andrew,1584,37,"It depends on who I play with. But I tend to favor magic classes. ",66,2
Ritch,1613,29,"Yeah i like it too! I often play a lombaroo lol ",48,2
Andrew,1634,21,"I never heard of those actually. ",33,2
Ritch,1654,20,"Its my own race, my fursona  ",29,2
Andrew,1668,14,"Oh you&#039;re a furry? ",24,2
Ritch,1682,14,"Yes i am ",9,2
Andrew,1689,7,"Cool. ",6,2
Ritch,1700,11,"Are you too? ",13,2
Andrew,1729,29,"Nah I&#039;m not actually. ",27,2
Ritch,1737,8,"Aww ok ok ",10,2
Andrew,1773,36,"So, how old are you? ",21,2
Ritch,1784,11,"I&#039;m 25 years old ",22,2
Andrew,1797,13,"Are you in college? ",20,2
Ritch,1804,7,"Yup ",4,2
Andrew,1811,7,"What do you study? ",19,2
Ritch,1830,19,"I study to become graphist! ",28,2
Andrew,1858,28,"Oh that&#039;s pretty neat! I study biology. ",45,2
Ritch,1878,20,"Oh thats nice! ",15,2
Andrew,1903,25,"It&#039;s not easy though, but it is pretty interesting. ",57,2
Ritch,1930,27,"Hehe i can guess! ",18,2
Andrew,1978,48,"Do you know where you&#039;ll want to work? I mean, graphist in which field? ",77,2
Ritch,2012,34,"Design ",7,2
Andrew,2052,40,"Oh that&#039;s pretty cool. How much longer do you have in college? ",68,2
Ritch,2083,31,"Only 1 year ",12,2
Andrew,2103,20,"I wish I could be almost done as well. That&#039;s really cool for you though. ",79,2
Ritch,2155,52,"Yes that is~ ",13,2
Moderator,2161,6,"Time is up! ",12,
Moderator,2173,12,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Ritch,2217,44,"The Ai ",7,
Moderator,2227,10,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Ritch,2238,11,"5 ",2,
Moderator,2253,15,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,2268,15,"If you have any comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",107,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,904,895,,,
User Average,25.9411764705882,20.55,,,
Actor Average,26.1764705882353,25.8421052631579,,,
User Average (5min),18.125,18.2857142857143,,,
Actor Average (5min),23,27.6666666666667,,,
User CharLength,37.5882352941176,20.8,,,
Actor CharLength,41.5882352941176,40.5789473684211,,,
User CharLength (5min),27.625,26.8571428571429,,,
Actor CharLength (5min),37.4285714285714,38.1666666666667,,,
