Author,TimeStamp,Delay,Message,Characters,Conversation
Jacob,1505,33,"I&#039;m doing well! How about yourself? ",41,2
Andrew,1517,12,"I&#039;m alright thanks. ",25,2
Jacob,1529,12,"That&#039;s good to hear. So what do you like to do? ",53,2
Andrew,1548,19,"Playing video games mostly. ",28,2
Jacob,1564,16,"Yeah? Whats the most recent game you&#039;ve been playing? ",59,2
Andrew,1582,18,"It would have to be Mass Effect Andromeda. ",43,2
Jacob,1614,32,"Nice! What cha gonna be doing afterwards? ",42,2
Andrew,1640,26,"Probably playing Minecraft. ",28,2
Jacob,1665,25,"Nice what cha like to do on there? ",35,2
Andrew,1688,23,"Building mostly, and talking to people. ",40,2
Jacob,1697,9,"Cool What do you like to build? ",32,2
Andrew,1720,23,"Castles and medieval builds in general. ",40,2
Jacob,1757,37,"Nice nice. Are you a fan of the medieval period in general? ",60,2
Andrew,1784,27,"Well, it&#039;s an interesting period, but I wouldn&#039;t have wanted to live in it. ",86,2
Jacob,1806,22,"Haha yeah especially with the plague. That&#039;d suck. ",56,2
Andrew,1821,15,"Yeah definitely. ",17,2
Jacob,1845,24,"Do you know when the plague took place by any chance? The black plague? ",72,2
Andrew,1872,27,"The exact date? Not really. ",28,2
Jacob,1944,72,"Ah alright. Was curious. What gaming console do you have? ",58,2
Andrew,1980,36,"I have the PS3. ",16,2
Jacob,2007,27,"Yeah? How are you playing Mass Effect Andromeda then? ",54,2
Andrew,2032,25,"I play it on my computer actually, not on a console. ",53,2
Jacob,2043,11,"Oh cool! What sorta pc do you have? ",36,2
Andrew,2079,36,"It&#039;s not really a fancy PC, but it&#039;s enough to play most games. ",74,2
Jacob,2117,38,"Oh okay! So Andrew do you have a girl in your life? ",52,2
Andrew,2126,9,"I do actually yes. ",19,2
Jacob,2138,12,"Oh? If you don&#039;t mind my asking, what&#039;s her name? ",60,2
Andrew,2157,19,"Her name&#039;s Audrey. ",24,2
Jacob,2170,13,"Wow. How old is she? ",21,2
Andrew,2184,14,"Same as me, 21. ",16,2
Jacob,2214,30,"Whoa cool! All the same age? That&#039;s pretty neat. What do you do for a living? ",83,2
Andrew,2240,26,"I&#039;m a student actually, but I also have a job at a KFC. ",61,2
Jacob,2249,9,"Oh nice! What&#039;s your major? ",33,2
Andrew,2260,11,"Biology. ",9,2
Jacob,2273,13,"Marine? Or just Biology in general? ",36,2
Andrew,2292,19,"Biology and Neurosciences. ",27,2
Jacob,2337,45,"Oh whoa!!! Neurosciences?! That&#039;s so freaking cool! Care to explain that to me? I&#039;m no the brightest bulb in the batch. ",130,2
Andrew,2366,29,"Basically I study neurons and how they work. ",45,2
Moderator,2373,7,"Time is up! ",12,
Moderator,2388,15,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Jacob,2407,19,"The first is human and the second is computer. ",47,
Moderator,2430,23,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Jacob,2440,10,"5 ",2,
Moderator,2452,12,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2470,18,"If you have any comments you&#039;d like to share, you can do it now, otherwise you can now close this window. ",111,
Jacob,2471,1,"Oh alright! Was I right? ",25,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,901,901,,,
User Average,25.4117647058824,24.6,,,
Actor Average,28.8,20.6315789473684,,,
User Average (5min),20.2857142857143,22,,,
Actor Average (5min),22.5,18.2857142857143,,,
User CharLength,72,51,,,
Actor CharLength,65.2666666666667,34.3684210526316,,,
User CharLength (5min),65.4285714285714,41.125,,,
Actor CharLength (5min),57.1666666666667,31.8571428571429,,,
