Author,TimeStamp,Delay,Message,Characters,Conversation
Kyo,2066,84,"They are! I keep several pictures of them on my Facebook profile, everyone loves them and they&#039;re more popular than me. ",125,2
Andrew,2091,25,"Well, that&#039;s what cats do. The internet belongs to them. ",62,2
Kyo,2149,58,"I couldn&#039;t agree more, and cat memes always make my day. ",62,2
Andrew,2191,42,"They tend to fill facebook walls quite fast every day. ",55,2
Kyo,2259,68,"That they do, and for good reason. How old are you, Andrew? ",60,2
Andrew,2274,15,"I&#039;m 21. What about you? ",29,2
Kyo,2321,47,"I&#039;m 22. ",13,2
Moderator,2328,7,"Time is up! ",12,
Moderator,2340,12,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Kyo,2357,17,"AI ",3,
Moderator,2364,7,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Kyo,2377,13,"5 ",2,
Moderator,2389,12,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2408,19,"If you have comments you&#039;d like to share, feel free to do so now. Otherwise, you can now close this window. ",113,
Kyo,2413,5,"You&#039;re very welcome, have a good day! ",43,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,833,922,,,
User Average,60.1818181818182,68.9,,,
Actor Average,21.9090909090909,28.4,,,
User Average (5min),64.5,56.2,,,
Actor Average (5min),16.25,25.5,,,
User CharLength,42.2727272727273,88.1,,,
Actor CharLength,25.6363636363636,47.4,,,
User CharLength (5min),30.5,81.2,,,
Actor CharLength (5min),23.25,45.5,,,
