Author,TimeStamp,Delay,Message,Characters,Conversation
Moderator,1246,28,"Alright. We&#039;ll start the next conversation. Andrew will begin, then you&#039;ll have 15 minutes again after your answer. ",126,
Andrew,1254,8,"Hello! ",7,
RandomGenderNeutralName,1267,13,"Hi there, nice to meet you. ",28,2
Andrew,1280,13,"Nice to meet you too. How are you doing? ",41,2
RandomGenderNeutralName,1300,20,"Fine, thanks! Mind if I ask some questions? ",44,2
Andrew,1319,19,"Sure, I&#039;m pretty sure that&#039;s why we&#039;re talking! ",63,2
RandomGenderNeutralName,1350,31,"Is the following word spelled correctly? &#039;&Kappa;night&#039; ",66,2
Andrew,1393,43,"I&#039;m pretty sure that&#039;s right if you meant dragons food. ",66,2
RandomGenderNeutralName,1443,50,"At least you don&#039;t look like one for now. Okay, next one. I will give you pairs of things that have a very obvious similarity. You will then find a fitting word to complete the last pair, ready?  ",201,2
Andrew,1471,28,"I don&#039;t think I&#039;m quite good at that. But shoot! ",59,2
RandomGenderNeutralName,1482,11,"(Sky,Water) (Leaf,Grass) (Paper,The house the president works in) (sand,____)  ",79,2
Andrew,1526,44,"Mmm. Sun? ",10,2
RandomGenderNeutralName,1546,20,"Why would it be sun? ",21,2
Andrew,1559,13,"It seems to be fitting. ",24,2
RandomGenderNeutralName,1590,31,"Can you name the thing your answear has in common with the prompt word? ",72,2
Andrew,1644,54,"I&#039;m actually a bit confused right now. Wasn&#039;t it the good answer? ",76,2
RandomGenderNeutralName,1718,74,"There were many good answears, I am more interested in your abillity to defend your choice or give a reasoning for it. ",119,2
Andrew,1740,22,"Oh I see. It just felt right honestly. ",39,2
RandomGenderNeutralName,1803,63,"so you do not see what these have in common? look at the third pair, it kind of gives it away as an example of the property is in the name of the structre. ",156,2
Andrew,1864,61,"I honestly don&#039;t. The first two pairs I think I see, but the rest not so much. ",84,2
RandomGenderNeutralName,1911,47,"I used a descriptio of a building, in the third pair, do you know the name of the building I am refering to? ",109,2
Andrew,1941,30,"Trump tower? ",13,2
RandomGenderNeutralName,2013,72,"that is where he lives, but where is his famous office in? I asked for where he works to rule out this option. ",111,2
Andrew,2052,39,"Oh I see. The white house then. ",32,2
RandomGenderNeutralName,2082,30,"okay, what do the white house have in common with paper? ",57,2
Andrew,2106,24,"They are both white. And if you&#039;re not careful enough they&#039;ll find a way to cut you. ",95,2
RandomGenderNeutralName,2139,33,"Well you are funny, but honestly, I do believe that you are the Bot by now. ",76,2
Andrew,2156,17,"My feelings are hurt to be honest. ",35,2
Moderator,2173,17,"Time is up! ",12,
Moderator,2186,13,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
RandomGenderNeutralName,2201,15,"The Human ",10,
Moderator,2207,6,"On a scale from 1 (not sure at all) to 7 (certain), how comfident are you of your answer? ",90,
RandomGenderNeutralName,2224,17,"7 ",2,
Moderator,2231,7,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months. ",167,
Moderator,2257,26,"If you have comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",103,
RandomGenderNeutralName,2300,43,"You guys wrote a awesome bot, I believe I got it right but you mimic human behaviour pretty well! ",98,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,872,889,,,
User Average,59.6,38.0769230769231,,,
Actor Average,29,31.3076923076923,,,
User Average (5min),38.25,24.1666666666667,,,
Actor Average (5min),21.5,26.6666666666667,,,
User CharLength,111.3,87.6153846153846,,,
Actor CharLength,57.6,49,,,
User CharLength (5min),95.75,73.1666666666667,,,
Actor CharLength (5min),44.75,43.8333333333333,,,
