Author,TimeStamp,Delay,Message,Characters,Conversation
Andrew,2245,9,"Hello! ",7,
Leonidas Tavorth,2252,7,"hello ",6,2
Andrew,2258,6,"How are you doing? ",19,2
Leonidas Tavorth,2265,7,"I&#039;m doing fine. ",21,2
Andrew,2280,15,"Nice! What are you up to this evening? ",39,2
Leonidas Tavorth,2293,13,"Taking the time to talk with friends. ",38,2
Andrew,2338,45,"Yeah it&#039;s always nice. Speaking of I should do it more often... ",69,2
Leonidas Tavorth,2359,21,"Yeah, they can be a blast to talk to. ",38,2
Andrew,2386,27,"Have you known them for a long time? ",37,2
Leonidas Tavorth,2403,17,"Oh for a few years. ",20,2
Andrew,2428,25,"That&#039;s quite nice. Do you mind if I ask how old you are? ",62,2
Leonidas Tavorth,2452,24,"Think they are in they&#039;re mid 20s. Don&#039;t know they&#039;re ages. ",75,2
Andrew,2474,22,"No I meant your age, not theirs. ",33,2
Leonidas Tavorth,2496,22,"27 ",3,2
Andrew,2517,21,"I&#039;m only 21. ",18,2
Leonidas Tavorth,2546,29,"Bit of a gap there. ",20,2
Andrew,2583,37,"Yeah. I&#039;m in college. I study Biology. What about you, what do you do? ",76,2
Leonidas Tavorth,2613,30,"I take care of animals.  As well is trying to be a streamer. ",61,2
Andrew,2676,63,"Both are very nice. What kind of care do you do? Is it for abandoned animals, just temporary shelter, or is it for a zoo? ",122,2
Leonidas Tavorth,2722,46,"Well I have taken in a stray cat  and gave it a home. But I also take care of chickens, goat, and a dog.",104,2
Andrew,2774,52,"That&#039;s very noble. And what kind of things do you stream? ",63,2
Leonidas Tavorth,2801,27,"I&#039;ve been trying to stream video games on twitch. Which I&#039;ve done one a month ago. ",93,2
Andrew,2824,23,"Which one was it? I mean, which video game? ",44,2
Leonidas Tavorth,2843,19,"Yooka-laylee. ",14,2
Andrew,2858,15,"I&#039;ve never heard of it. What is it about? ",47,2
Leonidas Tavorth,2889,31,"Oh its kind of like banjo and kazooie ",38,2
Andrew,2910,21,"Oh yeah I know that game. It&#039;s been a very long time since I played it though. ",84,2
Leonidas Tavorth,2931,21,"They have all three banjo and kazooie games on rare replay. ",60,2
Andrew,2972,41,"What do you mean by they? ",26,2
Leonidas Tavorth,3107,135,"People of Microsoft and Xbox.  Put almost all the rare games on xbox  platform. ",80,2
Andrew,3133,26,"Oh right. I don&#039;t have the Xbox unfortunately. Any of them. ",65,2
Moderator,3155,22,"Time is up! ",12,
Moderator,3181,26,"Which actor do you think you&#039;ve been talking to in the FIRST conversation?  ",81,
Leonidas Tavorth,3204,23,"Human ",6,
Moderator,3217,13,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Leonidas Tavorth,3228,11,"4 ",2,
Moderator,3236,8,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,3242,6,"If you have any comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",107,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,905,881,,,
User Average,36.8461538461538,29.9333333333333,,,
Actor Average,28.8461538461538,29.2666666666667,,,
User Average (5min),24.2857142857143,17.5,,,
Actor Average (5min),19.6666666666667,23,,,
User CharLength,68.0769230769231,44.7333333333333,,,
Actor CharLength,44.0769230769231,53.6,,,
User CharLength (5min),36.1428571428571,27.625,,,
Actor CharLength (5min),39.5,39.5714285714286,,,
