Author,TimeStamp,Delay,Message,Characters,Conversation
Mushroom,1464,44,"It is, do you often say &quot;What&#039;s up&quot; to somebody? ",64,2
Andrew,1479,15,"Watch me : What&#039;s up? ",27,2
Mushroom,1508,29,"The sky. ",9,2
Andrew,1526,18,"Right. And the ground is what&#039;s down. ",43,2
Mushroom,1658,132,"Pretty abnoxious response, isn&#039;t it. ",42,2
Andrew,1685,27,"Yeah it definitely is. But what are you actually up to? ",56,2
Mushroom,1701,16,"STOP ",5,2
Mushroom,1701,0,"STOP ",5,
Moderator,1719,18,"Conversation Interrupted ",25,
Moderator,1727,8,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Mushroom,1762,35,"Human ",6,
Moderator,1770,8,"On a scale from 1 (not sure at all) to 7 (certain) how confident are you of your answer? ",89,
Mushroom,1862,92,"Are you asking about the first question in general or the whole conversation? ",78,
Moderator,1898,36,"No I mean, how confident are you that the first conversation was the one with the human? ",89,
Mushroom,1945,47,"3/7 ",4,
Moderator,2009,64,"That&#039;s not an answer. You&#039;ve answered that the human was in the first conversation, and that the AI was in the second. On a scale from 1 to 7, how confident are you that you were right? ",196,
Moderator,2040,31,"Just answer with one number. ",29,
Moderator,2154,114,"Oh sorry, did you just mean 3? I was confused. ",47,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,849,338,,,
User Average,42.8461538461538,42.5,,,
Actor Average,22.6923076923077,17.4,,,
User Average (5min),22.2,47.8,,,
Actor Average (5min),18.4,15,,,
User CharLength,39.5384615384615,24.5,,,
Actor CharLength,38.2307692307692,40.6,,,
User CharLength (5min),22.2,28.4,,,
Actor CharLength (5min),35.6,36.75,,,
