Author,TimeStamp,Delay,Message,Characters,Conversation
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,613,415,,,
User Average,20.0625,18.9090909091,,,
Actor Average,19.8666666667,19.4545454545,,,
User Average (5min),15.7,17.3333333333,,,
Actor Average (5min),13.7,16.75,,,
User CharLength,12.6875,17.4545454545,,,
Actor CharLength,35.8,24.8181818182,,,
User CharLength (5min),11.9,18.2222222222,,,
Actor CharLength (5min),25,22.25,,,
