Author,TimeStamp,Delay,Message,Characters,Conversation
Relius,-83741,47,"Well, thank you for letting participate in this experiment. Good bye. ",70,
Moderator,-83731,10,"Thank you very much for your help! ",35,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,862,866,,,
User Average,26.7857142857143,28.4,,,
Actor Average,35.1428571428571,66,,,
User Average (5min),23.8571428571429,26,,,
Actor Average (5min),21.8333333333333,55.6666666666667,,,
User CharLength,43.1428571428571,55.1,,,
Actor CharLength,73.6428571428571,78.4444444444444,,,
User CharLength (5min),36.4285714285714,40.75,,,
Actor CharLength (5min),46,63.6666666666667,,,
