Author,TimeStamp,Delay,Message,Characters,Conversation
Dane,1250,16,"hi, how are you? ",17,2
Andrew,1265,15,"I&#039;m doing alright! What about you? ",40,2
Dane,1284,19,"i am ok, well i guess life isn&#039;t great ",44,2
Andrew,1305,21,"Oh? What&#039;s up? ",20,2
Dane,1334,29,"just family they are bugging me, anyway what are you up to? ",60,2
Andrew,1369,35,"Family often does that unfortunately. I&#039;m not doing much at the moment actually. ",86,2
Dane,1398,29,"anything planned for the afternoon? ",36,2
Andrew,1418,20,"I&#039;m probably just going to be playing Minecraft or something like that. ",77,2
Dane,1454,36,"okies, may i ask how far though life you are? ",46,2
Andrew,1506,52,"Mmm what do you mean by that exactly? I&#039;m in my 3rd year of university if that&#039;s what you&#039;re asking. ",116,2
Dane,1559,53,"what do you mean by that? ",26,2
Andrew,1622,63,"Are you really asking or is this a test? I&#039;m an undergrad student. I&#039;m in my 3rd year right now. ",107,2
Dane,1679,57,"sorry i am not used to that system of counting uni years ",57,2
Andrew,1717,38,"Oh alright, no worries. What about you, what do you do? ",56,2
Dane,1825,108,"i tend to stay at home my boyfriend likes to spoil me ",54,2
Andrew,1835,10,"Damn, lucky you! ",17,2
Dane,1883,48,"what do you mean  lucky? ",25,2
Andrew,1902,19,"I wish I had someone to spoil me. ",34,2
Dane,1956,54,"why is that? ",13,2
Andrew,2023,67,"Well, I might have misunderstood what you meant. Isn&#039;t it a good thing that your boyfriend is spoiling you? ",113,2
Dane,2032,9,"it is ",6,2
Andrew,2052,20,"So why do you ask why I&#039;d want someone to spoil me? ",57,2
Dane,2122,70,"cause i am a curious person ",28,2
Andrew,2145,23,"Fair enough. Well, I&#039;d just like to have someone take care of me. ",71,2
Moderator,2156,11,"Time is up! ",12,
Moderator,2172,16,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Dane,2197,25,"human ",6,
Moderator,2206,9,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Dane,2211,5,"7 ",2,
Moderator,2252,41,"Your answer is : Human in the first conversation, AI in the second. Is that correct? ",85,
Dane,2271,19,"yes ",4,
Moderator,2274,3,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2295,21,"If you have comments you&#039;d like to share, feel free to do so now. Otherwise you can now close this window. ",112,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,855,895,,,
User Average,37.6666666666667,44,,,
Actor Average,33.9166666666667,31.9166666666667,,,
User Average (5min),36.5,25.8,,,
Actor Average (5min),36,28.6,,,
User CharLength,27.4166666666667,34.3333333333333,,,
Actor CharLength,52.8333333333333,66.1666666666667,,,
User CharLength (5min),30.5,40.6,,,
Actor CharLength (5min),59.5,67.8,,,
