Author,TimeStamp,Delay,Message,Characters,Conversation
Azure,1906,40,"Oh neat. Just hit that magical booze age, hehehe ",49,2
Andrew,1960,54,"Actually we can drink since 19 here! ",37,2
Azure,1991,31,"Oh nice! That&#039;s cool. got a preferred drink? ",50,2
Andrew,2016,25,"I don&#039;t drink much alcohol actually. ",42,2
Azure,2080,64,"Same honestly. Just a few times. I&#039;ve gotten so drunk I passed out on Vito&#039;s floor before, hehehe ",108,2
Andrew,2111,31,"You passed out only once? ",26,2
Azure,2139,28,"Mhm. I usually just get loopy and stuff, hehehe. That time I was far gone. ",75,2
Moderator,2157,18,"Time is up! ",12,
Moderator,2168,11,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Azure,2197,29,"First conversation? The human ",30,
Moderator,2203,6,"On a scale from 1 (not sure at all) to 7 (certain) how confident are you of your answer? ",89,
Azure,2209,6,"5 ",2,
Moderator,2223,14,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Azure,2230,7,"Sweet ",6,
Moderator,2230,0,"If you have any comments you&#039;d like to share, feel free to do so now, otherwise, you can now close this window.  ",118,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,897,893,,,
User Average,32.9230769230769,38.5,,,
Actor Average,38.6153846153846,27.9230769230769,,,
User Average (5min),32,35.8,,,
Actor Average (5min),31.6,23.8,,,
User CharLength,64.1538461538462,68.7857142857143,,,
Actor CharLength,58.4615384615385,28.5384615384615,,,
User CharLength (5min),62,59.8,,,
Actor CharLength (5min),46.2,28.2,,,
