Author,TimeStamp,Delay,Message,Characters,Conversation
JG,682,26,"We do love our football, I played football in high school. ",59,1
Andrew,717,35,"I&#039;m not really that much into sports myself. ",50,1
JG,765,48,"So you probably couldn&#039;t tell me who was in the most recent Superbowl, could you? ",87,1
Andrew,782,17,"Nope. I have absolutely no idea. ",33,1
JG,802,20,"What are your goals for the rest of your life, Andrew? ",55,1
Andrew,844,42,"For the rest of my life I have no idea, but I really want to do research on the brain, on the neurons and more precisely on learning. ",134,1
JG,885,41,"I wish you the best of luck in that.  We are almost out off time I believe. ",76,1
Andrew,925,40,"Thank you very much, same for you. And yes I believe we might be, but I&#039;m not entirely sure. Likely under 5 minutes though. ",129,1
JG,953,28,"I believe I am ready to move on.  Nice speaking to you Andrew, take care.  ",75,1
Moderator,964,11,"Conversation interrupted! ",26,
Moderator,977,13,"Which actor do you think you&#039;ve been talking to (This is not your final answer) ",85,
JG,988,11,"Human ",6,
Moderator,999,11,"Alright. We&#039;ll start the next conversation. Andrew will begin and then you&#039;ll have 15 minutes after your answer. Are you ready? ",138,
JG,1006,7,"Yes ",4,
Andrew,1010,4,"Hello! ",7,
JG,1018,8,"Hi there. ",10,2
Andrew,1027,9,"How are you doing? ",19,2
JG,1045,18,"I am well, thanks for asking.  How are you? ",44,2
Andrew,1062,17,"I&#039;m doing quite alright too thanks. What are you up to? ",61,2
JG,1088,26,"I am about to head to the cafeteria for some dinner. ",53,2
Andrew,1108,20,"Oh I see. Are you in college? ",30,2
JG,1137,29,"I am in college, yes.  How about yourself?  Are you a college student? ",71,2
Andrew,1158,21,"I am actually yes. I study biology. What about you? ",52,2
JG,1190,32,"I am a meteorology student.  Which part of the body fascinates you the most? ",77,2
Andrew,1227,37,"Oh that&#039;s really cool! My favorite is definitely the brain. ",65,2
JG,1280,53,"That is very interesting, and certainly a tough subject.  What are some of your hobbies outside of school related things? ",122,2
Andrew,1325,45,"I love playing games, like Minecraft and lately Mass Effect. Do you like video games? ",86,2
JG,1349,24,"I do, I play League of Legends and Old School Runescape in my free time. ",73,2
Andrew,1395,46,"A lot of people seem to be into League of Legends. I&#039;ve never played it myself though. I didn&#039;t play Runescape either actually. ",138,2
JG,1416,21,"Do you like any sports? ",24,2
Andrew,1443,27,"I like swimming, but I can&#039;t say I&#039;m really into sports in general. Do you? ",86,2
JG,1490,47,"I love American football and hockey.  One of my favorite NFL teams were in the superbowl a couple months ago. ",110,2
Andrew,1526,36,"How well did they do? ",22,2
JG,1559,33,"They lost, it was a big collapse. ",34,2
Andrew,1582,23,"I&#039;m sorry to hear that. I hope they&#039;ll win next time. ",64,2
JG,1624,42,"Thanks, and I wish you the best of luck with your studies.  It has been nice talking with you. ",95,2
Andrew,1664,40,"Thank you very much. I wish you the best of luck too. I believe we might have some more time though. ",101,2
JG,1710,46,"Okay, then may I ask what your favorite food is? ",49,2
Andrew,1732,22,"Pizza, definitely. ",19,2
JG,1764,32,"Are you on either side of the New York Style vs. Chicago Style debate? ",71,2
Andrew,1785,21,"What is that? ",14,2
JG,1813,28,"Two different American pizza types.  New York Style is more thin crust, Chicago is deep dish. ",94,2
Andrew,1832,19,"Oh I see. I prefer the thin ones. ",34,2
JG,1850,18,"What about favorite toppings? ",30,2
Andrew,1891,41,"Usually I put some ham and ground beef on my pizza. ",52,2
Moderator,1928,37,"Time is up! ",12,
Moderator,1947,19,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
JG,1955,8,"AI ",3,
Moderator,1967,12,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
JG,1977,10,"5 ",2,
Moderator,1992,15,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2009,17,"If you have any comments you&#039;d like to share, feel free to do so now. Otherwise you can now close this window. ",116,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,759,873,,,
User Average,25.6428571428571,30.4666666666667,,,
Actor Average,31.5384615384615,28.2666666666667,,,
User Average (5min),17,27.6666666666667,,,
Actor Average (5min),25.1428571428571,20.8,,,
User CharLength,59.6428571428571,63.8,,,
Actor CharLength,64.2307692307692,56.2,,,
User CharLength (5min),38.2857142857143,62.8333333333333,,,
Actor CharLength (5min),44.4285714285714,45.4,,,
