Author,TimeStamp,Delay,Message,Characters,Conversation
Sal,1741,50,"Very good. May I ask you how old you are? I&#039;m also happy you are doing well this evening. ",95,2
Andrew,1782,41,"It&#039;s only 3pm for me actually. And I&#039;m 21, what about you? ",69,2
Sal,1888,106,"I&#039;m 24.  ",14,2
Andrew,1902,14,"Oh cool! Are you a student? ",28,2
Sal,1962,60,"Sure thing. I study energy technology. How about you, what are you doing right now ?",84,2
Andrew,2001,39,"I study Biology, it&#039;s my 3rd year of undergrad. ",53,2
Sal,2077,76,"That&#039;s pretty cool. Any particular major/minor? ",53,2
Andrew,2101,24,"Neurobiology yeah. ",19,2
Sal,2236,135,"Very exciting subject.  You do anything else?",45,2
Andrew,2256,20,"Other than college? I play video games a lot. ",46,2
Sal,2317,61,"I see. Any particular games? ",29,2
Andrew,2343,26,"I spend way too much time playing Minecraft, and I finished Mass Effect a little while ago now. ",96,2
Sal,2412,69,"I see. Did they fix that one? ",30,2
Moderator,2418,6,"Time is up! ",12,
Moderator,2429,11,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Sal,2498,69,"Oh, time&#039;s up already? I still say first is ai, sec ond is a human. But not by much.",89,
Moderator,2506,8,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Sal,2534,28,"4 ",2,
Moderator,2546,12,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2553,7,"If you have any comments you&#039;d like to share, you can do so now. Otherwise you can close this window. ",107,
Sal,2639,86,"One comment; I probably should have steered myself into more difficult territory. I suspect that your ai knows the subjects we were talking about quite well.  ",159,
Moderator,2718,79,"What made you choose the first conversation as the AI? ",55,
Sal,3021,303,"Some bits of odd wording. Like &quot;I&#039;m 21, sure.&quot; I am assuming human makes less odd phrasing like that. The second conversation also asked for clarification, asking &quot;O ther than college?&quot;",210,
Moderator,3057,36,"I see. Thank you for your comments! ",36,
Moderator,-66626,-69683,"test ",5,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,855,901,,,
User Average,44.6666666666667,64.8888888888889,,,
Actor Average,29.8181818181818,28.2222222222222,,,
User Average (5min),46.75,36.5,,,
Actor Average (5min),33.3333333333333,32.75,,,
User CharLength,43.75,45.8888888888889,,,
Actor CharLength,47.9090909090909,45.1111111111111,,,
User CharLength (5min),47.75,47,,,
Actor CharLength (5min),40.6666666666667,41,,,
