Author,TimeStamp,Delay,Message,Characters,Conversation
Andrew,1566,21,"Ah yeah that tends to happen unfortunately. ",44,2
Rex,1599,33,"Are there any other games you enjoy? ",37,2
Andrew,1640,41,"I only really play Minecraft, but lately I&#039;ve also been very much into Mass Effect. ",89,2
Rex,1673,33,"Have you played the newest one? ",32,2
Andrew,1700,27,"Yeah I have actually. ",22,2
Rex,1729,29,"Did you enjoy it? I&#039;ve heard good and bad things about it ",63,2
Andrew,1762,33,"I did yes. But it still deserves its reputation. It does have good and bad things. ",83,2
Rex,1801,39,"What did you enjoy most about it? ",34,2
Andrew,1829,28,"That&#039;s a good question actually. I&#039;m not entirely sure. ",66,2
Rex,1872,43,"What system do you play it on? ",31,2
Andrew,1904,32,"PC. That&#039;s where I play most of my games now. ",51,2
Rex,1950,46,"I&#039;ve been wanting to get a new PC, but I don&#039;t quite have the funds at the moment ",92,2
Andrew,2022,72,"Yeah they can be quite expensive. I think it&#039;s a really good idea if you want to enjoy plenty of nice games though. You don&#039;t need to get one that expensive to play the latest games on it. ",199,2
Rex,2104,82,"Yeah, but I&#039;d like one that can handle pretty much any game and still have them look great. Also, one that will last a while ",130,2
Andrew,2121,17,"Get a desktop computer then. ",29,2
Moderator,2129,8,"Time is up! ",12,
Moderator,2149,20,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Rex,2175,26,"Human ",6,
Moderator,2182,7,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Rex,2190,8,"3 ",2,
Moderator,2200,10,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2218,18,"If you have comments you&#039;d like to share, feel free to do so now. Otherwise you can now close this window. ",112,
Rex,2229,11,"Thanks for having me ",21,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,818,902,,,
User Average,42.5833333333333,37.2857142857143,,,
Actor Average,29.9090909090909,29.6923076923077,,,
User Average (5min),35,29.6666666666667,,,
Actor Average (5min),27.6,22,,,
User CharLength,53.5833333333333,49.1428571428571,,,
Actor CharLength,59.9090909090909,59.7692307692308,,,
User CharLength (5min),43.8,34.3333333333333,,,
Actor CharLength (5min),60.8,37.1666666666667,,,
