Author,TimeStamp,Delay,Message,Characters,Conversation
Username1945,1033,20,"You said you don&#039;t care about philosophers though... ? ",60,1
Andrew,1053,20,"I said I don&#039;t have a favorite one. ",41,1
Username1945,1133,80,"Hm, other topic then? ",22,1
Andrew,1164,31,"Do you like Game of Thrones? ",29,1
Username1945,1177,13,"Nah, do you? If so, why? ",25,1
Moderator,1178,1,"Time is up! ",12,
Username1945,1182,4,"Nooooooooooo ",13,
Username1945,1197,15,"Bye &quot;andrew&quot; ",23,
Moderator,1198,1,"Which actor do you think you&#039;ve been talking to? ",54,
Username1945,1203,5,"The bot. ",9,
Moderator,1208,5,"Alright, we&#039;ll begin the next conversation. Andrew will start, then you&#039;ll have 15 minutes again after your answer. Are you ready? ",141,
Username1945,1221,13,"I was born ready. ",18,
Andrew,1225,4,"Hello! ",7,
Username1945,1229,4,"Heya there ",11,2
Andrew,1234,5,"How are you doing? ",19,2
Username1945,1245,11,"I&#039;m okay, just had a weird conversation, but that&#039;s all. ",67,2
Andrew,1258,13,"Oh? What happened? ",19,2
Username1945,1281,23,"Idunno. The guy was just acting strange. Anyhow. You doing alright? ",68,2
Andrew,1312,31,"I am yeah! Just playing a game right now. Paused it though obviously. ",70,2
Username1945,1334,22,"Yeah, it helps to pause them in order to  not-die.",50,2
Andrew,1370,36,"Actually it&#039;s on a server, so pausing it is not enough, but yes, basically. ",81,2
Username1945,1389,19,"What are you playing then? ",27,2
Andrew,1407,18,"Minecraft. I play way too much of that. ",40,2
Username1945,1415,8,"Jeez, like how uch? ",20,2
Andrew,1432,17,"Hours a day. I have plenty of time right now as I&#039;m in summer break. ",74,2
Username1945,1448,16,"Oh, that&#039;s cool. What kinda stuff do you do in Minecraft then? ",68,2
Andrew,1467,19,"I mostly build. Castles, fortresses and things like that. ",58,2
Username1945,1493,26,"I guess the game kind of caters to that most, makes sense. ",59,2
Andrew,1513,20,"Some people make modern buildings with it, I think those just look ugly though. ",80,2
Username1945,1545,32,"Yeah, they do. I think you can get pretty close to the Runescape architecture with the minecraft blocks. Would you agree on that? ",130,2
Andrew,1570,25,"I don&#039;t think I&#039;ve actually played Runescape, so I couldn&#039;t tell. ",81,2
Username1945,1618,48,"Why not? Basically everyone and their mum tried it at some point. ",66,2
Andrew,1651,33,"Never seen the point. You think I should give it a try? ",56,2
Username1945,1676,25,"I think it&#039;s pretty outdated, but if you want to give a low-end machine MMORPG a try it might be the best. ",112,2
Andrew,1726,50,"Fair enough. I haven&#039;t played a MMORPG in a very long time, so that might be worth a shot. ",96,2
Username1945,1746,20,"Sure. btw, how much dedodated wam do you run a minecraft server on? ",68,2
Andrew,1791,45,"Ouch typos. So far we have 8GB. Why? ",37,2
Username1945,1828,37,"Just wondering what you put into the baby. You watching minecon when its on? ",77,2
Andrew,1859,31,"Nope not really. ",17,2
Username1945,1918,59,"You should, hilarious things occur there.   Do you apply any rules of architecture or general art to your builds in MC? ",120,2
Andrew,1958,40,"Yeah, I try to stick to as much realism as possible, or at least, things that look believable. ",95,2
Username1945,2000,42,"Cool, but do you apply rules in doing that? Like, consciously? ",63,2
Andrew,2067,67,"To some extent. Mostly for weight distribution. I&#039;m not actually using hard rules, but documentation and intuition. ",121,2
Username1945,2098,31,"But you do know about basics like the golden cut and the Fibonacci sequence, right? ",84,2
Andrew,2139,41,"I do. But I don&#039;t actually calculate it each time. I go for things that have roughly decent proportions. ",110,2
Moderator,2150,11,"Time is up! ",12,
Username1945,2155,5,"Noooooooooooooooooooooooo ",26,
Moderator,2169,14,"Which actor do you think you&#039;ve been talking to in the first conversation?  ",81,
Username1945,2179,10,"Still think it was the bot. ",28,
Username1945,2183,4,"More now than I did before. ",28,
Moderator,2191,8,"On a scale from 1 (not sure at all) to 7 (certain) how confident are you of your answer? ",89,
Username1945,2196,5,"6 ",2,
Moderator,2204,8,"Alright thank you for your participation! If you&#039;ve given you e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",167,
Moderator,2209,5,"If you have any comments you&#039;d like to share, feel free to do so now, otherwise, you can now close this window.  ",118,
Username1945,2227,18,"When will I 7 know who was the bot? ",36,
Moderator,2243,16,"I can tell you after your comments, or right now if you have none. ",67,
Username1945,2264,21,"I think the first one had less social intelligence. ",52,
Moderator,2281,17,"What makes you think that? ",27,
Username1945,2291,10,"&quot;My guts&quot; as a linguist. ",35,
Moderator,2303,12,"Alright. If he was the human he&#039;ll be happy. ",50,
Moderator,2322,19,"I can give you the answer now if you&#039;d like. ",50,
Username1945,2322,0,"He certainly will, but that&#039;D just mean the AI learnt A LOT. ",66,
Username1945,2328,6,"Sure ",5,
Moderator,2337,9,"The first conversation was with the AI. ",40,
Username1945,2342,5,"Toldya ",7,
Moderator,2354,12,"Thank you very much for your help! ",35,
Username1945,2360,6,"Glad I could help. ",19,
Username1945,2375,15,"The secodn one also had an error  here and there btw ",53,
Moderator,2393,18,"Humans are not perfect either. ",31,
Username1945,2399,6,"The AI might need to adapt a corruption percentage or something. ",65,
Username1945,2401,2,"Exactly. ",9,
Moderator,2420,19,"What do you mean by a corruption percentage? ",45,
Username1945,2427,7,"There was no typo in the first, so it was much more likely to be a bot. ",72,
Moderator,2443,16,"Right. ",7,
Username1945,2455,12,"If you&#039;d get statistics of how often certain letters get mixed up while typing or where puncuation errors might land, it&#039;d be more convinging. ",153,
Username1945,2458,3,"*convincing ",12,
Username1945,2479,21,"So, how many people got it right? ",34,
Username1945,2486,7,"Of the odd-seventy you had so far. ",35,
Moderator,2538,52,"So far, in total, 43 found the AI and 30 were wrong. ",53,
Username1945,2584,46,"mh, I expected that to be higher. But then, I wouldn&#039;t know what groups participate. ",90,
Username1945,2604,20,"It was interesting. I hope you can get your 90 peeps. ",54,
Moderator,2624,20,"We are using 3 different AI, the one you had to deal with had 13 getting it right, and 12 getting it wrong. ",108,
Username1945,2646,22,"I broke the draw then. :^) ",27,
Moderator,2664,18,"Indeed! ",8,
Username1945,2673,9,"Are the other two better or worse, detection wise? ",51,
Username1945,2711,38,"Also, sorry if I was a bit harsh, but I had to apply some pressure to find things out. ^^&quot; ",96,
Moderator,2726,15,"The other one is 16 right against 8 wrong, and the last one is 14 right against 10 ",83,
Moderator,2732,6,"No worries, that&#039;s part of the test. ",42,
Username1945,2755,23,"So I actually faced the most convinci ng one.",45,
Moderator,2768,13,"It would seem like so yes. ",27,
Username1945,2795,27,"Hmm. ",5,
Username1945,2802,7,"So is mod also [andrew]? ",25,
Moderator,2814,12,"The human one yes. ",19,
Username1945,2823,9,"Yes, the other one was &quot;andrew&quot;. ",43,
Username1945,2844,21,"Alright. You have any questions? ",33,
Moderator,2859,15,"No we have enough information. Thank you again! ",48,
Username1945,2888,29,"Thanks for helping. Keep science going. Also keep Asimov in mind while working on AI, thnx. ",92,
Moderator,2899,11,"Yes of course! ",15,
Username1945,2906,7,"Have a good one! ",17,
Moderator,2913,7,"You too! ",9,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,903,910,,,
User Average,23.2631578947368,26.4375,,,
Actor Average,23.7894736842105,30,,,
User Average (5min),19.5,16.125,,,
Actor Average (5min),20.8571428571429,19.875,,,
User CharLength,48.6842105263158,68.125,,,
Actor CharLength,33.7368421052632,62.9333333333333,,,
User CharLength (5min),44,46.25,,,
Actor CharLength (5min),29.5714285714286,55.125,,,
