Author,TimeStamp,Delay,Message,Characters,Conversation
Moderator,1380,29,"If you have any comments you&#039;d like to share, feel free to do it now. Otherwise, you can now close this window. ",117,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,368,552,,,
User Average,20.5,24.9285714285714,,,
Actor Average,12.5555555555556,16.3076923076923,,,
User Average (5min),19,21.5555555555556,,,
Actor Average (5min),12.8571428571429,13.25,,,
User CharLength,19.9166666666667,17.4285714285714,,,
Actor CharLength,30.7777777777778,19.1538461538462,,,
User CharLength (5min),21.4,17.3333333333333,,,
Actor CharLength (5min),30,21.25,,,
