Author,TimeStamp,Delay,Message,Characters,Conversation
Soul,764,61,"I just let my friend come up with an idea and just help her gather stuff for it really, though if I had to pick something I enjoy making Pixel art mainly ",154,1
Andrew,808,44,"Pixel art can definitely be quite fun to do. I see. ",52,1
Soul,823,15,"What do you see? ",17,1
Andrew,884,61,"I see that you&#039;re not really into actual building. You help your friends build. ",85,1
Soul,945,61,"Well you&#039;ve got me there... I&#039;m not really that good at figuring out dimensions for making buildings look good so I just let them do it ",146,1
Andrew,1047,102,"After a while you get the proportions right. Training yourself to see good buildings in real life and in Minecraft helps. ",122,1
Soul,1066,19,"huh I guess so ",15,1
Andrew,1108,42,"Anyways, what are you up to tonight? ",37,1
Moderator,1145,37,"Time is up! ",12,
Soul,1146,1,"Playing paper mario thousand year door ",39,
Moderator,1160,14,"Which actor do you think you&#039;ve been talking to (This is not your final answer) ",85,
Soul,1178,18,"Artificial Intelligence  ",25,
Moderator,1186,8,"Alright. We&#039;ll start the next conversation. Andrew will begin and then you&#039;ll have 15 minutes after your answer. Are you ready? ",138,
Soul,1197,11,"Yes ",4,
Andrew,1201,4,"Hello! ",7,
Soul,1208,7,"Sup Bitch ",10,2
Andrew,1219,11,"Wow that&#039;s direct. ",24,2
Soul,1243,24,"you don&#039;t like it? If so sorry, that&#039;s just how I talk to my friends ",79,2
Andrew,1268,25,"No worries, I just didn&#039;t expect it. How are you... bitch? ",64,2
Soul,1298,30,"Im good bitch, what are you up to? ",35,2
Andrew,1333,35,"Not much really. Probably going to play a bit of Minecraft or something. What about you? ",89,2
Soul,1353,20,"I&#039;m playing Paper mario Thousand year door ",48,2
Andrew,1369,16,"I don&#039;t think I&#039;ve ever heard of that one. ",53,2
Soul,1392,23,"It&#039;s a game for the gamecube, a nintendo console that came out late 2000 ",78,2
Andrew,1465,73,"Yeah I know what the gamecube is. I didn&#039;t remember it was that &quot;young&quot; though. I expected it to be from before 2000. ",133,2
Soul,1541,76,"yeah but seriously Paper mario thousand year door is a great game, you should try it if you can ",96,2
Andrew,1569,28,"I don&#039;t have a gamecube unfortunately. ",44,2
Soul,1606,37,"what do you like to do one minecraft ",37,2
Andrew,1640,34,"I mostly build actually. People say that I&#039;m a good builder. ",66,2
Soul,1661,21,"ah cool got any tips for me? I&#039;m terrible at building ",59,2
Andrew,1709,48,"Try to get inspiration from real life building, and blockify them! That&#039;s what I do. ",90,2
Soul,1754,45,"I&#039;ve tried that and it just feels like Im taking something without permission ",83,2
Andrew,1784,30,"Why though? ",12,2
Soul,1799,15,"I dunno I just feel bad ",24,2
Andrew,1873,74,"If the buildings exist and look good, it&#039;s because they were made to be shown to everyone. Taking inspiration is not bad, it&#039;s not like the look of buildings is copyrighted or anything. ",196,2
Soul,1927,54,"I guess so...  ",15,2
Andrew,1952,25,"Anyways, if you don&#039;t build in Minecraft, what do you like to do? ",71,2
Soul,1974,22,"i mainly help my friends build stuff just gathering stuff for them ",67,2
Andrew,2032,58,"You sound like someone good to have by your side when you get on a huge project in survival then. ",98,2
Soul,2057,25,"Yeah i&#039;m pretty much the gather or hoarder hehe ",53,2
Andrew,2091,34,"I played with a friend who was like that. It was really nice. Especially since I hate doing that myself. ",105,2
Soul,2103,12,"Lazy butt! ",11,2
Moderator,2126,23,"Time is up! ",12,
Moderator,2143,17,"Which actor do you think you&#039;ve been talking to in the FIRST conversation? ",80,
Soul,2154,11,"Artificial intelligence ",24,
Moderator,2158,4,"On a scale from 1 (not sure at all) to 7 (certain), how confident are you of your answer? ",90,
Soul,2164,6,"5 ",2,
Moderator,2167,3,"Alright thank you for your participation! If you&#039;ve given your e-mail, we&#039;ll send you some information about the results of this study in the coming months.  ",168,
Moderator,2185,18,"If you have any comments you&#039;d like to share, feel free to do so now. Otherwise you can now close this window. ",116,
,,,,,
Summary,,,,,
,First Conversation,Second Conversation,,,
Duration,867,895,,,
User Average,36,29.3571428571429,,,
Actor Average,51.4,37.7692307692308,,,
User Average (5min),28.8,20.8,,,
Actor Average (5min),28,32,,,
User CharLength,63,49.6428571428571,,,
Actor CharLength,70,80.3846153846154,,,
User CharLength (5min),49,50,,,
Actor CharLength (5min),42.25,72.6,,,
